0,1
تأكد أنك تفي لكل وعودك .,تأكد أنك تفي لكل وعودك .
لا ، ليس كثيراً . حقيبتين فقط .,لا ، ليس كثيراً . حقيبتين فقط .
لقد نفد بنزين السيارة .,لقد نفد بنزين السيارة .
انا صج متضايق، بس ماحب اتناقش مع الناس.,إنني مكتئب حقاً ، ولكن لا أحب الجدال مع الأشخاص .
شكلي ضيعت الماستر كارد مالتي يوم كنت اتسوق هني.,يبدو أنني فقدت بطاقة الماستر كارد بينما كنت أتسوق هنا .
أبحث عن مصرف . أين أقرب واحد ؟,أبحث عن مصرف . أين أقرب واحد ؟
التعليم الإلزامي هو ست سنوات ابتدائي وثلاث سنوات إعدادي,التعليم الإلزامي هو ست سنوات ابتدائي وثلاث سنوات إعدادي
هذي مكان اخدم نفسك بنفسك؟,هل هذا للخدمة الذاتية ؟
ماري وصلت على الوقت حق القطار، بس جورج ما لحق.,"لحقت ماري بالقطار , لكن جورج لم يلحق به ."
انعم الله عليك على هالعشا الزين.,شكراً على العشاء الرائع .
نعم . جربت ذلك . وأحبه كثيراً .,نعم . جربت ذلك . وأحبه كثيراً .
الصوت جيد.,هذا طيب ، على ما يبدو .
الثلج يخلي الدرب يزحلق.,الثلج يجعل الطريق زلق .
رضيت العضلة.,لقد تسببتّ في كَدْمة بالعَضَلة .
تتذكر مواصفات الحرامي؟,هل تتذكر ملامح السارق ؟
من شنو مصنوعة الربطة؟,مما تتكون الفرقة الموسيقية ؟
هل لديك أية حلويات منخفضة السعرات ؟,هل لديك أية حلويات منخفضة السعرات ؟
الجزء العلوي كبير إلى حد ما . هل يمكنك أن تعديله ؟,الجزء العلوي كبير إلى حد ما . هل يمكنك أن تعديله ؟
سرقت من كتفي حقيبة في الشارع.,سرقت حقيبتي في الشارع .
ابغا نفس الشيء، من فضلك.,أريد نفس الشيء ، من فضلك .
متى كاس العالم؟,متى سيقام كأس العالم ؟
مال حريم، لو سمحت. بكم حق نص يوم؟,خاص بالنساء ، من فضلك . كم ثمن نصف يوم ؟
حوالي ساعة ونصف .,حوالي ساعة ونصف .
مدير المصنع، سيد فرانك شميدت، بيسعده انه يوريك المكان.,السيد فرانك شميتد ، مدير مصنعنا ، سيسر لرؤيتك هنا .
الخطوط اليابانية. الرحلة رقم واحد اثنين ثلاثة.,شركة الخطوط الجوية اليابانية ، طائرة رقم واحد اثنان ثلاثة .
هذي متضرر.,هذا لحقت به أضرار .
لقد طلبت مقعد لغير المدخنين ، لكنني الآن جالس في مقعد للمدخنين .,لقد طلبت مقعد لغير المدخنين ، لكنني الآن جالس في مقعد للمدخنين .
هي تبغي تشتري فستان.,تريد أن تشتري ثوبا .
متى وقت الطيران؟,متى ميعاد الركوب ؟
هل يمكن أن نبقي على متن الطائرة لأن معنا طفلا ؟,هل يمكن أن نبقي على متن الطائرة لأن معنا طفلا ؟
نبا نصوت عليه؟ اذا لا، أتوقع انه وصلنا الى نتيجة، وبرسلها الى مجلس ادراتنا الصبح بكرة.,"هل نحتاج إلى طرح هذا للتصويت ؟ إن لم نكن في حاجة إلى هذا ، فإمكاني أن أعتقد حينئذ أننا قد وصلنا إلى نتيجة , سأقوم بإرسالها إلى مجلس إدارتنا صباح غد ."
إنه في الدور السابع . خذ المصعد في نهاية البهو .,إنه في الدور السابع . خذ المصعد في نهاية البهو .
آسف لقد نفدت ، لكن سوف تردنا بعد بضعة أيام .,آسف لقد نفدت ، لكن سوف تردنا بعد بضعة أيام .
من فضلك خذ هذه الأمتعة لموقف الأتوبيس .,من فضلك خذ هذه الأمتعة لموقف الأتوبيس .
هل يمكنني أن آخذ موعداً ؟,هل يمكنني أن آخذ موعداً ؟
لقد أغلقت السيارة وأنا خارجها . المفتاح بداخلها .,لقد أغلقت السيارة وأنا خارجها . المفتاح بداخلها .
لا شكراً.,لا شكراً .
خذ حذرك .,خذ حذرك .
بكرة بنروح فيشرمانز فيليج.,سنذهب إلى قرية فيشرمان غدا .
هل يمكنك أن تخبرني أين مقعدي ؟,هل يمكنك أن تخبرني أين مقعدي ؟
آسف. بعد مرة، لو سمحت.,أنا أسف . مرة أخرى ، من فضلك .
يوم الشكر. هو يوم نشكر فيه كل اللي ساعدو المجتمع بشغلهم.,عيد الشكر والعمال ، فهو يوم الشكر لكل الذين ساندوا المجتمع بأعمالهم .
الباصات رخيصة؟,هل الأتوبيسات رخيصة ؟
في شي غلط في عداد الصور.,يوجد شيء ما خطأ في عداد اللقطات .
"نعم . أيقظني من النوم بعد ثلاثة ساعات , من فضلك .","نعم . أيقظني من النوم بعد ثلاثة ساعات , من فضلك ."
لو سمحت تصير صديقي بالمراسلة.,من فضلك كن صديقي بالمراسلة .
يبدون في حجم صغير جداً .,يبدون في حجم صغير جداً .
أين السوق ؟,أين السوق ؟
اي. ممكن اساعدك؟,نعم . هل أستطيع مساعدتك ؟
تقدر تخبرني عن مطعم شائع بين الشباب؟,هلا أرشدتني إلى مطعم مفضل بين الشبان ؟
بغيت قلم حبر، لو سمحت.,أريد قلماً حبراً ، من فضلك .
هلا غادرنا الآن ؟,هلا غادرنا الآن ؟
من فضلك ، اتصل بالسفارة اليابانية .,من فضلك ، اتصل بالسفارة اليابانية .
"حسنا , لا يوجد ما هو شيق الليلة .","حسنا , لا يوجد ما هو شيق الليلة ."
هل احتاج أي علاج خاص؟,هل أحتاج لعلاج خاص ؟
تجميد .,تجميد .
وش الفرق بين هذي الفنادق؟,ما هي الفوارق بين هذه الفنادق ؟
هل توجد أية كافيتريا قريب من هنا ؟,هل توجد أية كافيتريا قريب من هنا ؟
معدتي تعورني.,معدتي تؤلمني .
مرحبا. معاي السيدة اونو؟,مرحبا . هل هذه هي السيدة أونو ؟
لو سمحت عطني نسخة من تقرير البوقة.,من فضلك أعطني نسخة من محضر السرقة .
لا أريد إنفاق أكثر من عشرين دولاراً .,لا أريد إنفاق أكثر من عشرين دولاراً .
هل أستطيع مواصلة السفر ؟,هل أستطيع مواصلة السفر ؟
في الباص بس في سواق، بدون كرندل.,"ليس هناك إلا سائق في حافلة , من غير تبَّاع ."
لو سمحت سو له اسعافات أولية.,من فضلك أعطه الإسعافات الأولية .
شفت كوت ازرق؟ حطيته على هالكرسي.,هل رأيت معطف أزرق ؟ وضعته على هذا الكرسي .
هل يمكنك الاتصال بزميلي بالبيجر ؟ لقد ضل طريقه منى في الزحمة .,هل يمكنك الاتصال بزميلي بالبيجر ؟ لقد ضل طريقه منى في الزحمة .
عندك دوا حق دوار السيارة؟,هل ثمة دواء لدوار السيارة ؟
السدادة في البانيو ما تشتغل.,سدادة حوض الاستحمام لا تعمل .
أود استئجار شمسية .,أود استئجار شمسية .
أبا اروح الى وول ستريت. كيف اقدر أوصل هناك؟,أريد الذهاب إلى وول ستريت . كيف أصل إلى هناك ؟
انا جاي آخذه الحين.,جئت للحصول عليها الآن .
يعني. وانت؟,هكذا . وأنت ؟
ان شاء الله يعجبك هاللون والشكل.,أتمنى أن يعجبك هذا اللون والطراز .
بغيت اغير حجزي.,أود تغيير حجزي .
باخذ لينغويني.,سأتناول مكرونة لينجوين .
سنمكث لمدة أسبوع على الأقل .,سنمكث لمدة أسبوع على الأقل .
هل يمكن أن أرى هذا ؟,هل يمكن أن أرى هذا ؟
"حسنا , حجرتك يا آنسة هي رقم تسعة صفر ثمانية . هذا مفتاحك .","حسنا , حجرتك يا آنسة هي رقم تسعة صفر ثمانية . هذا مفتاحك ."
محفظتي، جوازي و أغراض شخصية أخرى.,"محفظتي , جواز السفر ومتعلقات شخصية أخرى ."
ابغى شاهي، لو سمحت.,أريد شاي من فضلك .
بكل تأكيد . هل لي في رقم تليفونك فلربما احتجت إليه ؟,بكل تأكيد . هل لي في رقم تليفونك فلربما احتجت إليه ؟
أربعين دولار لليوم زائد ثمانية سنت للميل.,أربعون دولار يومياً ، بالإضافة إلى ثمانية سنت لكل ميل .
إنه طويل .,إنه طويل .
الكعب واجد رفيع.,الكعب مرتفع جداً .
عندك واحد اكبر؟,هل لديك واحدة أكبر ؟
من فضلك علق الركاب .,من فضلك علق الركاب .
ما هو رقم الاتصال بالمكالمات الدولية في أمريكا ؟,ما هو رقم الاتصال بالمكالمات الدولية في أمريكا ؟
إن الخط مقطوع .,إن الخط مقطوع .
هذي فلوس القلامة الحبر. مية دولار نوط.,هذه هي فلوس أقلام الحبر . فاتورة بمائة دولار .
أي نوع من طلاء الشفاه لديكم ؟,أي نوع من طلاء الشفاه لديكم ؟
أحد الرجلين كان طويلاً والآخر كان قصيراً .,أحد الرجلين كان طويلاً والآخر كان قصيراً .
خلني بروحي.,فقط دعني و شأني .
خذ الوصفة دي للصيدلية. حتلاقي الدواء هناك.,خذ هذه التذكرة الطبية إلى الصيدلية . يمكنك الحصول على الدواء من هناك .
بغيت فيشات بقيمة مية دولار، لو سمحت.,أريد مائة دولار فكة ، من فضلك .
خل الخط مفتوح، لو سمحت.,ابقى على الخط مفتوحا ، من فضلك ؟
يعتمد على طول الجولة.,هذا الأمر مرهون بطول الرحلة .
هل لي بشيء أقرأه ؟,هل لي بشيء أقرأه ؟
آسف . يبدو إننا أعطيناك المفاتيح الخطأ .,آسف . يبدو إننا أعطيناك المفاتيح الخطأ .
مرحبا، آنسة ياماغوجي؟ الشخص الي بتكلميه على الخط. المكالمة انقبلت. تفضلي، لو سمحتي.,مرحبا يا سيدة ياماجوتشي ؟ فريقك على الخط . قبلت دعوتك . استمر من فضلك .
لا أحبها .,لا أحبها .
التكلفة حق اول ثلاث دقايق عشرة سنت.,سعر الثلاث دقائق الأولي عشرة سنتات .
هل يوجد حمام خصوصي ؟,هل يوجد حمام خصوصي ؟
بالله ابغا امدد اربعة وعشرين.,أريد الامتداد أربع وعشرون ، من فضلك .
هذاك جديد هالفترة؟,هل هذه هي الدورة الجديدة ؟
عظيم . يجب علىّ أن أخرج من عملي لبعض الوقت .,عظيم . يجب علىّ أن أخرج من عملي لبعض الوقت .
هل أي من الرحلات بها مرشدين يتحدثون اليابانية ؟,هل أي من الرحلات بها مرشدين يتحدثون اليابانية ؟
بغيت بيض مقلي، وتوست وعصير طماط.,أريد بيضاً مقلياً ، خبزاً محمصاً وعصير طماطم .
انا رجعت.,لقد عُدتْ .
شكراً على المساعدة.,شكراً لك على مساعدتك .
هاذا من طيب اصلك.,هذا لطف منك .
تغطية كاملة ، فضلا .,تغطية كاملة ، فضلا .
ممكن تغير هذي؟,هل يمكنك تبديل هذه ؟
هل لديه غرفة للمخيم ؟,هل لديه غرفة للمخيم ؟
أريد الحصول على التأمين.,أريد الحصول على تأمين .
فندق أقل غلاءً هو الأفضل إذا كان في منطقة آمنة .,فندق أقل غلاءً هو الأفضل إذا كان في منطقة آمنة .
هو قريب من محطة المترو؟,هل هو قريب من محطة قطار الأنفاق ؟
مافهم انجليزي عدل. في احد يتكلم ياباني؟,لا أفهم الإنجليزية جيدا . هل لي بشخص يتحدث اليابانية ؟
شنو انواع الألعاب اللي عندك كهدايا من انجلترا؟,ما هي أنواع اللعب التي تحتفظ بها كتذكار من إنجلترا ؟
إنني راحل الآن ، هلاً أرسلت الحمال من فضلك ؟,إنني راحل الآن ، هلاً أرسلت الحمال من فضلك ؟
شنو في السينما الليلة؟,ما الذي يعرض في السينما الليلة ؟
خل هذي الشناط عندك لي خمس العصر، لو سمحت. ممكن تعطيني رصيد؟,"من فضلك , احتفظ بهذه الحقائب حتى الخامسة مساءً , من فضلك . وهل يمكن أن أحصل على إيصال استلام بذلك ؟"
أين يجب أن أدفع أدفع ؟,أين يجب أن أدفع أدفع ؟
إنها الخادمة . هل تريد أيّ شيء ؟,إنها الخادمة . هل تريد أيّ شيء ؟
هل يمكنك أن ترني أشياء أخري ذات تصميمات مختلفة .,هل يمكنك أن ترني أشياء أخري ذات تصميمات مختلفة .
أريد إرسالها عن طريق البريد السريع .,أريد إرسالها عن طريق البريد السريع .
عندما تنزل من المصعد ستراه إلى يمينك .,عندما تنزل من المصعد ستراه إلى يمينك .
كم من الدولارات تريد ؟,كم من الدولارات تريد ؟
سأكون هناك بعد حوالي ساعة .,سأكون هناك بعد حوالي ساعة .
أنت بحاجة للراحة .,أنت بحاجة للراحة .
واحد جيز برقر وعصير برتقال، لو سمحت.,"واحد هامبورجر بالجبن و عصير برتقال , من فضلك ."
"آه ، واحدة أخرى , من فضلك . ربما رمشت بعيني .","آه ، واحدة أخرى , من فضلك . ربما رمشت بعيني ."
اي، امس كان ادفى شوي.,نعم ، كان يوم أمس أدفأ قليلا .
في مراكز تجارية هني؟,هل توجد أية متاجر كبرى بالقرب من هنا ؟
وين مصورينه؟,أين تم تصويره ؟
كم سعر الغرفة؟,ما هو أجر الغرفة ؟
لا ، يا سيدي . آسف . الأماكن لدينا امتلأت بالكامل .,لا ، يا سيدي . آسف . الأماكن لدينا امتلأت بالكامل .
وين الصالون؟,أين مركز التجميل ؟
لازم احجز.,ينبغي أن أعمل حجوزات .
أبغا، ولكن اسف ماقدر اسويه في هالوقت.,أود ذلك ، لكنني أخشى ألا أستطيع هذه المرة .
سنعقد اجتماعاً ونقرر خلال أسبوع .,سنعقد اجتماعاً ونقرر خلال أسبوع .
حجزت على رحلة الخطوط البريطانية رقم مية وخمسة وثلاثين لباريس تاريخ ثلاثة يوليو.,لقد حجزت رحلة طائرة الخطوط البريطانية واحد ثلاثة خمسة إلى باريس في الثالث من يوليو .
واجد خصوصاً اني نمت عن العشا البارحة. بالمناسبة، ممكن تقول لي شلون اروح المتحف البريطاني؟,جداً . خصوصاً منذ أن نمت أثناء العشاء الليلة الماضية . على فكرة ، هل يمكنك أن تخبرني كيف أذهب إلى المتحف البريطاني ؟
ماذا عن عشرة دولارات مقابل ثلاثة ؟,ماذا عن عشرة دولارات مقابل ثلاثة ؟
أبا مكوى للسفر.,أريد مكواة سفر .
شنو الكراسي المتوفرة؟ ابغي اقعد في النص.,ما هي المقاعد المتاحة ؟ أريد الجلوس في المنتصف .
الثانية على اليمين.,إنها التالية من على اليمن .
أهذا ذهب ؟,أهذا ذهب ؟
عطني الاتجاهات.,أعطني تعليمات .
والأخت شنو تبغي تشرب؟,ماذا تحب سيدتي أن تشرب ؟
اذا جا الجابي عشان يجيك تذكرتك، وره التصريح والتذكرة.,عندما يأتي المحصل ليرى تذكرتك ، من فضلك أره جوازك وهذه التذكرة .
انا قاعد اسكر على الواين.,بدأت الخمر تثملني .
عدل. لو سمحت حط رقم تلفونك بعد.,هذا حسن . من فضلك سجل رقم هاتفك أيضا .
مافي مكان ثاني ارخص؟,أليس ثمة مكانٍ أقل تكلفة ؟
أرغب في بيرة ، من فضلك .,أرغب في بيرة ، من فضلك .
الرجاء راوني وين أنا في هذه الخريطة.,من فضلك أرني أين أنا على هذه الخريطة .
ممكن تقترح علي مطعم ايطالي زين؟,هل يمكنك أن تزكي لي مطعما إيطالياً جيداً ؟
شنو احسن طريقة حق نستانس في المدينة؟,ما أفضل الوسائل للاستمتاع بالمدينة ؟
أشعر بتحسن كبير الآن . شكراً جزيلاً على كل شيء .,أشعر بتحسن كبير الآن . شكراً جزيلاً على كل شيء .
بكم هذي في الساعة؟,كم تتكلف لساعة واحدة ؟
أريد أن أحصل على استراحة .,أريد أن أحصل على استراحة .
أي مادة تلك ؟,أي مادة تلك ؟
تعرف شنو الوصفة حق عدساتك؟,هل تعلم ما هي الوصفة الطبية لعدساتك ؟
يصير اروح بجينز وجوتي؟,هل يمكن أن أذهب مرتديا الجينز وحذاء برباط ؟
كم قلم رصاص تحتاج؟,ما عدا الأقلام الرصاص التي تحتاج ؟
انها في نهاية الممر.,في نهاية الممر .
نريد مائدة بجانب النافذة .,نريد مائدة بجانب النافذة .
"أريد بعض الملابس الرياضية , من فضلك .","أريد بعض الملابس الرياضية , من فضلك ."
سجله حق وجهتي الأخيرة.,طابقها مع محطة الوصول .
وين اقدر العب تنس؟,أين يمكنني لعب التنس ؟
إلى أين نوصل حقائبك عندما نسترجعها ؟,إلى أين نوصل حقائبك عندما نسترجعها ؟
أستغرق الأمر مني خمسة أعوام حتى آتى إلى هنا .,أستغرق الأمر مني خمسة أعوام حتى آتى إلى هنا .
ابغى سي دي.,أريد اسطوانة مدمجة .
هذي كاميرا.,هذه كاميرا .
"حسنا , هذه غرفة هادئة . جميلة جدا .","حسنا , هذه غرفة هادئة . جميلة جدا ."
ابغي اقعد هني الليلة.,أريد البقاء هنا الليلة .
البيتزا لذيذة . من صنعها ؟,البيتزا لذيذة . من صنعها ؟
بغيت هذي، لو سمحت.,أريد هذه ، من فضلك .
هذي شغل يد؟,هل هي صناعة يدوية ؟
متأكد انه كان معي في الجيب الداخلي في معطفي.,أنا متأكد أني وضعتها بالجيب الداخلي للمعطف .
فهمت. مشكور لأنك خذت واجد وقت. ممكن تعطيني اثنين سجق؟,أنا فهمت ، حسنا ، شكراً لاستغراقك مزيداً من الوقت . هل يمكنني الحصول على اثنين من الهوت دوج ؟
بوكي انسرق في النفق.,محفظتي سرقت مني في المترو .
يقرصون.,أنهم يألمومنني .
هلاّ ساعدتني ، من فضلك ؟,هلاّ ساعدتني ، من فضلك ؟
عفوا.,مرحباً بك .
ادخل، لو سمحت حطه على الطاولة هناك.,ادخل . من فضلك ضعها على المائدة هناك .
المكينة وقفت. انا في فيفث افينيو على الشارع سبعة وخمسين. تعال بأقرب وقت لو سمحت.,لقد تعطل موتور سيارتي . أنا في الطريق الخامس في الشارع رقم سبعة وخمسين . أرجو الحضور في أسرع وقت .
طيب، وقت الغداء. تبغى تناقشه على الغداء؟,حسنا ، إنه وقت الغداء . هل تحب أن نناقشه على الغداء ؟
شلون تبغيه؟,كيف تريدها ؟
هذا صناعته ضعيفه.,إنه رديء الصنع .
ما هي قيمة التكلفة الخاصة بالسيارة ؟,ما هي قيمة التكلفة الخاصة بالسيارة ؟
لو سمحت حط لي فلم في هالكاميرا.,من فضلك ضع لفافة من الفيلم في هذه الكاميرا .
هل هناك حفل موسيقي الليلة أو ليلة الغد ؟,هل هناك حفل موسيقي الليلة أو ليلة الغد ؟
أتعتقد أنه من الممكن أن نضعها على الرف هناك ؟,أتعتقد أنه من الممكن أن نضعها على الرف هناك ؟
كم عدد الأيام التي سوف تأخذها لكي تطلب ؟,كم عدد الأيام التي سوف تأخذها لكي تطلب ؟
نبا نبقى مدة اربع ليالي بداية من اول أغسطس.,نرغب في أن نقيم أربع ليالي بدءاً من أول أغسطس .
بما أنني غير ماهر باستخدام الكاميرا . فأنا أعتقد أن كاميرا سهلة الاستعمال ربما تكون الأفضل لي .,بما أنني غير ماهر باستخدام الكاميرا . فأنا أعتقد أن كاميرا سهلة الاستعمال ربما تكون الأفضل لي .
أقدر ذلك ، ولكن يصعب علي حمل حقائبي . هلا تعطفت واحتفظت بها ؟,أقدر ذلك ، ولكن يصعب علي حمل حقائبي . هلا تعطفت واحتفظت بها ؟
نحن نزور اقاربنا في كثير من الأحيان.,نزور أقاربنا كثيراً إلى حد ما .
هل القطار إلى شيكاغو يغادر من الرصيف خمسة .,هل القطار إلى شيكاغو يغادر من الرصيف خمسة .
أريد أن أرسل بطاقة بريدية . هل يمكن أن أخذ طابعا ؟,أريد أن أرسل بطاقة بريدية . هل يمكن أن أخذ طابعا ؟
بشيل عشرة بالمية من السعر.,سآخذ ستة في المائة من السعر .
من أي رصيف سيغادر القطار المتجهة إلى تاكيو ؟,من أي رصيف سيغادر القطار المتجهة إلى تاكيو ؟
حنشوف بكرة.,سنراك في الغد .
مسا الخير. احتاج اقدم حق فيزا حق دولتك.,مساء الخير ، أريد أن أقدم طلبا للحصول على تأشيرة دخول بلادكم .
أوه ، آسف لأني أزعجتك .,أوه ، آسف لأني أزعجتك .
لن أنس أبداً الوقت الذي أمضيناه سوياً تحت الشجرة في يوم صيفي مشرق .,لن أنس أبداً الوقت الذي أمضيناه سوياً تحت الشجرة في يوم صيفي مشرق .
تاريخ الانتهاء مارس سنة الف وتسعمية وتسعة وتسعين .,تاريخ الانتهاء تسعة عشر من مارس تسعة وتسعين .
كم تتقاضى نظير مكالمة لمسافة بعيدة لطوكيو ؟,كم تتقاضى نظير مكالمة لمسافة بعيدة لطوكيو ؟
إنها بعيدة للغاية . أريد وسيلة مواصلات .,إنها بعيدة للغاية . أريد وسيلة مواصلات .
ممكن تدفع الميتين دولار بالين الياباني.,يمكنك دفع مبلغ مائتين دولاراً بالين الياباني .
إنها لم تـُرسل بعد .,إنها لم تـُرسل بعد .
تذكرة القطار السريع بس حق القطار والكرسي اللي تحجزه.,تذاكر القطار السريع جيدة فقط للقطار والمقعد الذي حجزته .
أخشى أن لا تستطيع . سيجب عليك أن تخرج إلى هناك وتتمشى في المكان .,أخشى أن لا تستطيع . سيجب عليك أن تخرج إلى هناك وتتمشى في المكان .
هو ثاني مبنى على يسار هذاك المبنى الأبيض.,إنه المبنى الثاني على يسار هذا المبني الأبيض .
شكبر هالبرج؟,ما حجم هذا البرج ؟
من فضلك أعطني مرور أسبوع واحد.,من فضلك اعطني تصريحاً سارياً لمدة أسبوع .
بغيت كرسي في الممر اذا يصير.,"أرغب في مقعد بجوار الممر , من فضلك ."
الصج، جدي الكبير جا من صقلية بداية هالقرن.,"في واقع الأمر , جدي الأول أتى من سيسيلي في بداية القرن ."
معي ألف دولار نقداً .,معي ألف دولار نقداً .
"آه ، اسمع ، هل أنت , هل تعرف أين يقع ريفرسايد دريف ؟","آه ، اسمع ، هل أنت , هل تعرف أين يقع ريفرسايد دريف ؟"
هيا بنا نذهب .,هيا بنا نذهب .
طوكيو صفر ثلاثة اثنين اربعة ستة صفر خمسة سبعة تسعة.,طوكيو صفر ثلاثة اثنان أربعة ستة صفر خمسة سبعة تسعة .
عطني اسمك من فضلك؟,ممكن أعرف اسمك من فضلك ؟
كم عمره؟,كم عمره ؟
هل من الممكن أن أتصل بك لاحقاً ؟,هل من الممكن أن أتصل بك لاحقاً ؟
آه لقد فقدت شبزوكي .,آه لقد فقدت شبزوكي .
لا يمكنني أن أجد الطريق إلى المحطة .,لا يمكنني أن أجد الطريق إلى المحطة .
ممكن لو سمحت تبدل اللبس دا لمقاس اكبر؟,هلا بدلت هذا الفستان بآخر من مقاس أوسع ؟
أجل ، إننا على وشك معالجته ، على وشك معالجته .,أجل ، إننا على وشك معالجته ، على وشك معالجته .
هل تقدر تعطيني الملح؟,هلا مررت لي الملح ، من فضلك ؟
"إفطار من طراز كونتننتال , من فضلك .","إفطار من طراز كونتننتال , من فضلك ."
اعطني المزيد من الخبز ، من فضلك .,اعطني المزيد من الخبز ، من فضلك .
هالبطارية فاضية.,البطارية ضعيفة .
إنه جميل حقاً . يجب أن تأتي وتزور وقتاً ما .,إنه جميل حقاً . يجب أن تأتي وتزور وقتاً ما .
متأكد ان هالحسابات صح؟ لو سمحت تأكد مرة ثانية.,هل أنت متأكد أن هذه الحسبة صحيحة ؟ من فضلك راجعها ثانية .
وين اقدر آخذ شناطي من رحلة الخطوط الجوية اليابانية واحد؟,أين يمكنني آخذ أمتعتي من على متن رحلة الخطوط الجوية اليابانية رحلة رقم واحد وعشرين ؟
حسنا . بعد حوالي عمارتين أخريين ، فيما أظن .,حسنا . بعد حوالي عمارتين أخريين ، فيما أظن .
عيدميلادك قريب.,عيد ميلادك اقترب .
لازم اسوي تأمين.,إنني أحتاج إلى شراء بوليصة تأمين .
فردية على الدرجة الأولى لكاليه، لو سمحت.,واحدة درجة أولي لفرد واحد إلى كاليه من فضلك .
اقدر احصل على ختم من خمسة وتسعين سنت؟,هل يمكنني الحصول على طابع فئة خمسة وتسعين سنتاً ؟
من فضلك بطئ اكثر.,بطريقة أبطأ ، من فضلك .
الغرفة باردة حقاً .,الغرفة باردة حقاً .
ما عندي موعد، لكنه عاجل.,ليس لدي موعد ، لكن الأمر عاجل .
هل يوجد أي شيء مصنوع من القطن ؟,هل يوجد أي شيء مصنوع من القطن ؟
وين ومتى يمشي؟,أين ؟ وفي أي وقت سوف نغادر ؟
أحب هذا المعطف الذي ترتديه حقاً .,أحب هذا المعطف الذي ترتديه حقاً .
الحين الوقت واجد متأخر بالنسبة حق القطار الأخير.,لقد بالغ آخر قطار في التأخر .
يوكاتا وهابي من اشهر الهدايا اللي ياخذونها من اليابان.,الياكاتا والهابي هما تذكاران يابانيان شعبيان للأجانب .
لماذا لا نقوم بعمل تلك الأشياء كلها معاً ؟,لماذا لا نقوم بعمل تلك الأشياء كلها معاً ؟
عندك سيارات صغيرة؟,هل لديكم أية اسطوانات مصغرة ؟
مرحبا ، هذه غرفة ثلاثة صفر خمسة .,مرحبا ، هذه غرفة ثلاثة صفر خمسة .
أنا موجود هنا لأحصل علي دورة في اللغة .,أنا موجود هنا لأحصل علي دورة في اللغة .
هل يوجد قسم شرطة هنا ؟,هل يوجد قسم شرطة هنا ؟
أجل ، تفضل بالجلوس .,أجل ، تفضل بالجلوس .
لا توجد مشكلة . إذا حضرت في الخامس من سبتمبر ، فسيكون بإمكانك الاستمتاع بعرض فيلم علمي لأن عندنا يوماً خاصاً مفتوحاً أول يوم جمعة من كل شهر .,لا توجد مشكلة . إذا حضرت في الخامس من سبتمبر ، فسيكون بإمكانك الاستمتاع بعرض فيلم علمي لأن عندنا يوماً خاصاً مفتوحاً أول يوم جمعة من كل شهر .
لو سمحت نظف المعطف دا.,من فضلك نظف هذا المعطف .
ممكن تعطيني سطحة؟,هل يمكنك أن تجر سيارتي ؟
لو سمحت، قرسون، ممكن الحساب؟,"من فضلك أيها النادل , هل لى بالفاتورة من فضلك ؟"
هل أستطيع الحصول على تذكرتين درجة أولى لنيويورك ، من فضلك ؟,هل أستطيع الحصول على تذكرتين درجة أولى لنيويورك ، من فضلك ؟
ماقدر اسحب السيفون.,لا يسعني تشغيل غاسل المرحاض .
ممكن تصغر هالبنطلون؟,هل يمكنك ترتيب هذه البناطيل ؟
أين باب خروج الطوارئ ؟,أين باب خروج الطوارئ ؟
غسيلي لين دحين ما رجعلي.,غسيلي لم يرجع حتى الآن .
تذكرة الدرجة الأولى أغلى من الدرجة الثانية بكم؟,كم تزيد تذكرة الدرجة الأولى عن تذكرة الدرجة الثانية ؟
هل يسعني الحصول على ثلاثمائة دولار نقداً بهذا الشيك ؟,هل يسعني الحصول على ثلاثمائة دولار نقداً بهذا الشيك ؟
بوصل تسعة مارس وبمشي اربعطعش.,سأصل في التاسع من مارس وأغادر في الرابع عشر .
بكم حوالي رسوم الخدمة؟,ما هي تكلفة الخدمة تقريبا ؟
أريد بلوفرا بأكمام طويلة .,أريد بلوفرا بأكمام طويلة .
هواياتي تسلق الجبال والعزف على البيانو.,هواياتي هي تسلق الجبال والعزف على البيانو .
ما المادة المصنوع منها دبوس رابطة العنق هذه ؟,ما المادة المصنوع منها دبوس رابطة العنق هذه ؟
صك وانتظر لحظات من فضلك.,ابقى على الخط وانتظر لحظة من فضلك .
إنها صغيرة الجسم وذكية .,إنها صغيرة الجسم وذكية .
حقا كذاك؟ كيف تبغاه؟,أوه ، أهي كذلك ؟ كيف تفضلها ؟
لو سمحت استخدم غرفة القياس هناك.,من فضلك استعمل غرفة القياس هناك .
ما ثمن خرطوشة السجائر هذه ؟,ما ثمن خرطوشة السجائر هذه ؟
تقدر تحجز تاكسي للساعة ستة بكرة الصبح، لو سمحت؟,"هلا حجزت لي تاكسي الساعة السادسة صباح غد , من فضلك ؟"
بس هو ما يشتغل.,بيد أنها لا تعمل .
هو عجيب.,هذا مؤثر .
سأتناول هذه الوجبة .,سأتناول هذه الوجبة .
لما يواعدون، يروحون السينما.,إنهم في السينما حتى وقتنا هذا .
عندك اكبر؟,هل لديك أحجام أكبر ؟
إنها محكمة هنا .,إنها محكمة هنا .
متى ساعات العمل حق هالحديقة النباتية؟,ما هو ميعاد الفتح في هذه الحديقة النباتية ؟
