0,1
بتفتكر إنو فيك تغير الدولاب لحالك؟,هل تعتقد أنه يمكنك أن تغير إطار السيارة بنفسك ؟
آسف . الحجز كامل لمساء الغد .,آسف . الحجز كامل لمساء الغد .
الخزينة هناك .,الخزينة هناك .
لماذا لا يأتي الأتوبيس ؟,لماذا لا يأتي الأتوبيس ؟
أين سنلتقي ؟,أين سنلتقي ؟
لوين، استاذ؟,إلى أين يا سيدي ؟
أنا أقيم في فندق هيلتون .,أنا أقيم في فندق هيلتون .
مع تأمين، إزا بتريد.,بالتأمين من فضلك .
قف أيها اللص .,قف أيها اللص .
لاء، ما بيتضمن الضريبة و سعر الخدمة .,لا ، إنها لا تشمل الضريبة ومصاريف الخدمة .
انبسطت كتير بحفلتك.,استمتعت حقا بحفلتك .
هل لديك أية نباتات أو فواكه ؟,هل لديك أية نباتات أو فواكه ؟
لون اغمق إذا بتريد .,لون أغمق ، من فضلك .
لدي معظم العائلات مصدرين للدخل .,لدي معظم العائلات مصدرين للدخل .
في عندك أي أوض متوفرة الليلة؟,هل لديك أي غرف متاحة الليلة ؟
أية الحافلات أركب للتوجه إلى نُصب واشنطن التذكاري ؟,أية الحافلات أركب للتوجه إلى نُصب واشنطن التذكاري ؟
دفوش.,ادفع فقط .
الأجار خمسة وسبعين سنت. إذا بتريد تاكد انو الباقي صح.,التعريفة هي خمسا وسبعون سنتا . من فضلك اعطني الفكة الصحيحة .
ما بعتقد هيدا اجا من اليابان .,لا أعتقد أن هذه جاءت من اليابان .
"تغلق , في أي وقت ؟","تغلق , في أي وقت ؟"
أنت تتحدث كشاعر ، يا سيد إيتا .,أنت تتحدث كشاعر ، يا سيد إيتا .
خلينا نلتقي بغرفتي.  .,فلنتقابل في غرفتي .
بعتذر ما فيك .,يؤسفني أنك لا تستطيع .
إسمي هيساي تشيبا. أنا ياباني.,اسمي هيساي تشيبا . أنا ياباني .
بقدر إستعمل ضو الفلاش؟,هل يمكنني استخدام إِشارة ضوئية ؟
إيه، عنا. دورة لمدة نص يوم و دورة لمدة يوم كامل.,نعم ، نحن لدينا . منهج نصف يوم ، ومنهج ليوم كامل .
أود تصفيف شعري بالطريقة التي كان عليها من قبل .,أود تصفيف شعري بالطريقة التي كان عليها من قبل .
أين ؟,أين ؟
لنذهب مرة أخرى .,لنذهب مرة أخرى .
لبرا؟,هل هذا من أجل أن تذهب ؟
طويل.,إنه طويل .
دليل.,كتاب دليل سياحي .
ما قادر حرك اجري الشمال لانو بتوجعني كتير .,لا أستطيع تحريك ساقي اليسرى لأنها تؤلمني كثيرا .
يبدو أنها قطعة عالية الجودة .,يبدو أنها قطعة عالية الجودة .
"لا زلت لا أجد واحدة من حقائبي التي بحثت عنها في مطار "" ناريتا "" .","لا زلت لا أجد واحدة من حقائبي التي بحثت عنها في مطار "" ناريتا "" ."
عندك من هيدا بس مفتوح عالأصابيع؟,هل لديك الشكل المفتوح من الأمام من هؤلاء ؟
معذرة ، لكن هل لك أن تشرح هذه الأزرار ؟,معذرة ، لكن هل لك أن تشرح هذه الأزرار ؟
كيف لازم حطو؟ كتير مهم إنك تكون هونيك .,كيف أضعها ؟ من المهم جداً أن تكون هناك .
خلينا نلتقى بكرا .,دعنا نلتقي غداً .
شكراً على النصيحة . سأجرب ذلك في المرة القادمة ؟,شكراً على النصيحة . سأجرب ذلك في المرة القادمة ؟
السعر عالفاتورة نفس السعر عالقطعة .,السعر الموجود على الفاتورة هو نفس السعر الموجود ببطاقة التسعير .
بدنا نئعد حد بعض.,نود الجلوس جنباً إلى جنبي .
إستاذ براون هون؟,هل مستر برون هناك ؟
لماذا هذا المبلغ ؟,لماذا هذا المبلغ ؟
إسمي تسونيو سوزوكي. هيدا تأكيد حجزي .,اسمي تسونيو سوزوكي . هاهو تأكيد الحجز الخاص بي .
فيك تنصحني بكم نوع نبيد تئيل؟,هل يمكنك تزكية نوع رخيص من الخمور ؟
التعليم الالزامي ست سنين من الدراسة الابتدائية . و تلات سنين من الثانوية .,التعليم الإلزامي هو ست سنوات ابتدائي وثلاث سنوات إعدادي
أدي تقريبًا باص رقم تسعة بيشتغل؟,كم مرة تمر الحافلة رقم تسعة ؟
عن انذك. بس بدي روح على اوتيلي بالمدينة بالباص . من وين باخذ الباص؟,معذرة أريد الذهاب إلى فندقي في المدينة بالحافلة . أين يمكن أن أستقل حافلة ؟
وين حيطان المدينة؟,أين توجد أسوار المدينة ؟
عندك نصية نبيد؟,هل لديكم نبيذ أحمر سعة نصف زجاجة ؟
بروم يمين عالزاوية .,اتجه يميناً عند الناصية .
كلو شغل من دون لعب بيخلي جاك صبي ممل.,كل الأعمال وعدم اللعب يجعل جاك ولداً ممل .
بالتأكيد ، استقل الحافلة رقم خمسة من فندق رويال وانزل في ميدان داون تاون .,بالتأكيد ، استقل الحافلة رقم خمسة من فندق رويال وانزل في ميدان داون تاون .
من فضلك خذ هذه الأمتعة لموقف الأتوبيس .,من فضلك خذ هذه الأمتعة لموقف الأتوبيس .
شو فيي اعمل؟,ماذا يمكن أن أفعل ؟
أوه. بقدر أكل بعدين؟ مش حاسس حالي منيح هلأ.,آه . هل يمكنني الحصول على وجبتي فيما بعد ؟ أنا أشعر أنني لست على ما يرام الآن .
أريد المغادرة الساعة الثامنة . هل أخبرتني ما المبلغ المستحق علي ؟,أريد المغادرة الساعة الثامنة . هل أخبرتني ما المبلغ المستحق علي ؟
عفواً. بقدر أمرق؟,عفواً . هلا سمحت لي بالمرور ؟
بدي آخد موعد.,أريد تحديد ميعاد .
إنها أربعة عشرة .,إنها أربعة عشرة .
كان ذلك منذ عشرين دقيقة .,كان ذلك منذ عشرين دقيقة .
عدد السكان في اليابان تقريباً مية و تلاتين مليون.,إجمالي سكان اليابان حوالي مائة وثلاثين مليوناً .
ثلاث مرات .,ثلاث مرات .
هدا مش زوقي.,هذا لا يناسب ذوقي .
شكرًا على إتصالك.,شكرا لمكالمتك .
وين مكتب استأجر-سيارة؟,أين مكان تأجير السيارات ؟
كيف يمكن أن أذهب إلى هوليوود ؟,كيف يمكن أن أذهب إلى هوليوود ؟
الساعة العاشرة إلا عشرة دقائق .,الساعة العاشرة إلا عشرة دقائق .
في باص؟,هل هناك حافلة ؟
نريد مكاناً نظير حوالي ثلاثين دولاراً للشخص .,نريد مكاناً نظير حوالي ثلاثين دولاراً للشخص .
كانت غير واضحة .,كانت غير واضحة .
أين يمكنني العثور على أقراط ؟,أين يمكنني العثور على أقراط ؟
هاهي بطاقة المرور للصعود على متن الطائرة وبطاقة المطالبة .,هاهي بطاقة المرور للصعود على متن الطائرة وبطاقة المطالبة .
شو رح أعمل إذا ما فهمت سؤاله؟,ماذا سأفعل لو لم أفهم أسئلته ؟
أين محطة الحافلات إلى شيكاغو ؟,أين محطة الحافلات إلى شيكاغو ؟
ارفع صوتك ، من فضلك .,ارفع صوتك ، من فضلك .
بدي روح .,أريد الذهاب .
أريد طابعاً لهذه البطاقة البريدية ، من فضلك .,أريد طابعاً لهذه البطاقة البريدية ، من فضلك .
تذكرة واحدة، إذا بتريد .,"تذكرة واحدة , من فضلك ."
ما بسدئ. لحئت تصرف كل شي؟,لا أصدق . هل صرفت بالفعل كل شيء ؟
كاميرتي ما عمتشتغل مزبوط، إذا بتريد شوفا .,كاميرتي لا تعمل بطريقة صحيحة ، هلا تفضلت بفحصها ؟
لدي بعض الأشياء تحتاج للكي .,لدي بعض الأشياء تحتاج للكي .
هل من الممكن أن تخبرني متى يقترب القطار من أكسفورد ؟ أخشى أن أظل راكبا بعد ذلك .,هل من الممكن أن تخبرني متى يقترب القطار من أكسفورد ؟ أخشى أن أظل راكبا بعد ذلك .
كم أدفع ثمنا للثلاثة ؟,كم أدفع ثمنا للثلاثة ؟
عم تمزح. في شي طريئة أرخص تإبعتو؟,أنت تمزح . هل توجد وسيلة أرخص لإرسالها ؟
عندك عصير ليمون؟,هل يوجد لديكم أي عصير برتقال ؟
الساعة تلاتة.,الساعة الثالثة .
ميزانيتي تحت الخمسين دولار بالليلة .,ميزانيتي لا تتجاوز الخمسون دولاراً في الليلة .
بفضل الأكل الطلياني.,أفضل الطعام الإيطالي .
منشوفك بكرا.,سنراك في الغد .
فيك تجي معي، عمول معروف؟,هل من الممكن أن تأتي معي من فضلك ؟
أود بعضاً من اللحم .,أود بعضاً من اللحم .
منيح هالفستان عليي؟,هل هذا الفستان يناسبني ؟
هل يمكن أن أشحنها ؟,هل يمكن أن أشحنها ؟
بقدم الويسكي قبل الشوربا او بعد؟,هل أقدم الويسكي قبل الحساء أم بعده ؟
إنني أفهم . أنت تدفع رسماً زائداً فحسب .,إنني أفهم . أنت تدفع رسماً زائداً فحسب .
مخفوق، مش محرك.,مهزوز ، وليس مضروب .
استاذ جون كان جدي لما قال رح يتقاعد قريبا؟,هل كان السيد جونز جاداً عندما قال أنه سوف يتقاعد عما قريب ؟
إي، حبيتو كتير. شكرًا.,نعم ، أحببتها جداً . شكراً لك .
تركني لحالي، إزا بتريد.,اتركني وحدي من فضلك .
يجب أن أبلغ عن السرقة .,يجب أن أبلغ عن السرقة .
هل لديكم كتيب حول العروض ؟,هل لديكم كتيب حول العروض ؟
هل هي ناضجة ؟,هل هي ناضجة ؟
أود مقعد خلفي .,أود مقعد خلفي .
حدث زلزل كبير هذا الصباح .,حدث زلزل كبير هذا الصباح .
طيب. رح نكون هونيك عالساعة تمانة.,حسناً ، سنكون هناك في الثامنة .
من الأحسن إنو إحمل جزداني بقوة، في حال حدا جرب يمسكو.,كان من الأفضل أن أحكم قبضتي على حافظة نقودي ، في حال حاول أي شخص اختطافها .
هيدا هوي الباص تبع يابان إيرلاينز؟,هل هذه هي الحافلة التي توصلني إلى الخطوط الجوية اليابانية ؟
بدي ساوي شعري متل ما كان.,أود تصفيف شعري بالطريقة التي كان عليها من قبل .
سأقيم لدى صديقي .,سأقيم لدى صديقي .
هل أنتم تعملون أيام الأحد ؟,هل أنتم تعملون أيام الأحد ؟
بدي سجل شنطتين، إزا بتريد.,أورد تفتيش حقيبتين من فضلك .
احبه بقليل من اللبن والسكر .,احبه بقليل من اللبن والسكر .
معي بها حوالي ألف دولار .,معي بها حوالي ألف دولار .
بترقص معي؟,هل ترقصين معي ؟
بتعزف منيح عالكمانجة؟,ما هو مستوى مهارتك في عزف الكمان ؟
تقدم مع أرز وخضراوات .,تقدم مع أرز وخضراوات .
آل إنو بيتصل فيك بعدين.,قال إنه سيتصل بك فيما بعد .
عأصتني نحلة. شكلو كتير بشع.,لقد لدغتني نحلة . تبدو سيئة حقا .
بدي وحدة حمرا .,أريد واحدا أحمر .
ساعتي وقفت.,توقفت ساعتي .
عندي أنينتين ويسكي.,معي زجاجتي ويسكي .
عم بسكر عالنبيد.,بدأت الخمر تثملني .
لو سمحت خود وقتك.,من فضلك تروى .
"خذني إلى المسرح , من فضلك .","خذني إلى المسرح , من فضلك ."
متى كان آخر حيض لك ؟,متى كان آخر حيض لك ؟
في معظم الحالات ، ستكون في معسرة عظيمة .,في معظم الحالات ، ستكون في معسرة عظيمة .
ما في ميني بار؟,ألا يوجد بار صغير ؟
شكراً جزيلا . إنني وسيد كوجور سعداء للغاية لوجودنا في لندن للقائك وأنت أحد أهم شركائنا .,شكراً جزيلا . إنني وسيد كوجور سعداء للغاية لوجودنا في لندن للقائك وأنت أحد أهم شركائنا .
بدي طاولة بتنطوي.,أريد منضدة يمكن ضمها وطيها .
عمول معروف خدني عهالعنوان.,من فضلك ، أوصلني إلى هذا العنوان .
لم أقم بالغوص مستخدما جهاز التنفس تحت الماء من قبل .,لم أقم بالغوص مستخدما جهاز التنفس تحت الماء من قبل .
حسنا ، سيدى . نراك في الساعة السابعة .,حسنا ، سيدى . نراك في الساعة السابعة .
طيب، عم يتأخر الوقت. بتوقع لازم أروح هلأ. شكراً كتير على السهرة الحلوة.,"حسنا , الوقت متأخر إلى حد ما . أعتقد أنني يجب على أن أغادر الآن . شكرا جزيلا لك على الأمسية الرائعة ."
آسف ، ليس معي أية فكة . هل يمكنك إعطائي تسعة تسعين دولاراً ؟,آسف ، ليس معي أية فكة . هل يمكنك إعطائي تسعة تسعين دولاراً ؟
كتير ضيئ هون.,إنه شديد الضيق في هذا المكان .
اكيد. رح جيبو بسرعة .,بالتأكيد . سأحضرها فوراً .
شكراً لأخذى معك .,شكراً لأخذى معك .
إذا بتريد فرجيني كفوف .,من فضلك أرني بعض القُفَّازات .
دعني افحص سائل الفرامل والمحرك . يبدو أن محرك سيارتك قد أوشك علي التوقف .,دعني افحص سائل الفرامل والمحرك . يبدو أن محرك سيارتك قد أوشك علي التوقف .
حابب أسافر من شانغهاي لهاواي بالسفينة.,أريد السفر من شنغهاي إلى هاواي بالباخرة .
جهاز التكييف لا يعمل . غرفتي باردة جداً .,جهاز التكييف لا يعمل . غرفتي باردة جداً .
"لكن التكلفة تزداد , أليس كذلك ؟","لكن التكلفة تزداد , أليس كذلك ؟"
من فضلك ، أوصلني إلى هذا العنوان .,من فضلك ، أوصلني إلى هذا العنوان .
لطيف منك جداً أن تأتي إلى اليابان .,لطيف منك جداً أن تأتي إلى اليابان .
هل هذا هو الطريق الصحيح إلى المحطة المركزية ؟,هل هذا هو الطريق الصحيح إلى المحطة المركزية ؟
بدي إحجز أوضة لليلة .,أود أن أحجز غرفة لهذه الليلة .
في شي دليل بيحكي ياباني؟,هل هناك من مرشد يتحدث اليابانية ؟
فيك تحطني مع شخص بيحكي ياباني؟,هلاّ أوصلتني إلى شخص يتحدث اليابانية ؟
عادة بضهر من البيت عالمدرسة عالتمانة .,أنا في العادة أغادر البيت إلى المدرسة في الثامنة .
بتمنالك سنة جديدة سعيدة.,أتمنى لك عاما سعيدا جدا .
صار شي لازم إلو عنو. إزا بتريد إلو يتصل بقدر بأسرع وأت ممكن وأت يرجع.,طرأ شيء لابد أن أتحث معه حوله . من فضلك أطلب منه أن يتصل بي بمجرد عودته .
هيدا كل شي موجود بالفاتورة؟,هل هذا هو كل شيء متضمن في الفاتورة ؟
"أحجز هذا المكان لي , هل ستفعل ؟","أحجز هذا المكان لي , هل ستفعل ؟"
ازا لازم يظهر، احكي معي.,إذا حدث ذلك ، من فضلك أتصل بي .
أكون ممنوناً لو حجزت مائدة بجوار النافذة .,أكون ممنوناً لو حجزت مائدة بجوار النافذة .
لا أفهم الألمانية على الإطلاق .,لا أفهم الألمانية على الإطلاق .
عكل حال، بحجز نفس الرحلة لإنو عنا مطرح إلك؟,علي أي حال ، هل لي أن أحجز نفس الرحلة لأن هناك مكان لك .
طيب يا إستاز. رح إبعتلك حدا يزبطو دغري. إزا بتريد نطور شوي.,وهو كذلك يا سيدي . سنرسل من يصلحها في الحال . من فضلك انتظر برهة .
بعد . فيك تعطينا كم دقيقة زيادة ؟,ليس بعد . هل يمكن أن تعطينا بعض الدقائق الإضافية ؟
عنجد كتيرمختلفة السواقة عالميلة اليمين من الشارع.,إن القيادة على الجانب الأيمن من الطريق مختلفة تماماً بالفعل .
نشعر بسعادة غامرة لأنك تمكنت من ذلك .,نشعر بسعادة غامرة لأنك تمكنت من ذلك .
هذا هو نموذجنا الجديد . نطلق عليه كمبيوتر الأحلام .,هذا هو نموذجنا الجديد . نطلق عليه كمبيوتر الأحلام .
تأكد إنك تحافظ على كل وعودك .,تأكد أنك تفي لكل وعودك .
هيدي التكت خلصت صلاحيتا .,هذه التذكرة غير صالحة .
إنه لا يلائمني .,إنه لا يلائمني .
متى أعود ؟,متى أعود ؟
وين حديقة الحيوانات؟,أين حديقة الحيوان ؟
في شي غلط بالبطارية .,شئ ما خطأ فى البطارية .
إسمي كامي. حاجز هون لليلتين.,اسمي كامي . لدي حجز هنا لمدة ليلتين .
كعكة الأرز هي نوع من الطعام الياباني التقليدي .,كعكة الأرز هي نوع من الطعام الياباني التقليدي .
معذرة ، غير مسموح لك .,معذرة ، غير مسموح لك .
أود قهوة ثقيلة .,أود قهوة ثقيلة .
"هل بإمكاني أخذ إيصال استلام , من فضلك ؟","هل بإمكاني أخذ إيصال استلام , من فضلك ؟"
فينا نستعمل ملعب التنس المسا؟,هل يمكن أن نستخدم معلب التنس عصر اليوم ؟
بفوت عالحمام كل عشر دئايئ.,أذهب إلى الحمام كل عشرة دقائق .
إنت كتير آدمي. ما كنت عارف شو بدي أعمل.,أنت طيب للغاية . لم أكن أعرف ماذا أفعل .
ما هي مكونات هذا الطبق ؟,ما هي مكونات هذا الطبق ؟
اصمت . سأقوم بإجراء اتصال وتحديد موعد لقصه .,اصمت . سأقوم بإجراء اتصال وتحديد موعد لقصه .
هوي خمسة دولار، و المشروب زيادة .,خمسة دولارات والمشروبات إضافية .
أود عمل المقابلة .,أود عمل المقابلة .
بالربيع شجر الكرز بيزهر.,في فصل الربيع تزهر أشجار الكرز .
كشراً جزيلا .,كشراً جزيلا .
أريد أن أستقل الحافلة السريعة إلى المطار .,أريد أن أستقل الحافلة السريعة إلى المطار .
هيدا ضمن حدود التاكس فري؟,هل يدخل هذا في حدود المعفي من الضرائب ؟
هل يمكنني أن آخذ موعداً ؟,هل يمكنني أن آخذ موعداً ؟
لقد اعتدت أن أدخّن كلّ يوم .,لقد اعتدت أن أدخّن كلّ يوم .
بدي عصير البندورة، عمول معروف .,أريد عصير طماطم من فضلك .
في ليموزين؟,هل هناك سيارة ليموزين ؟
طريق رقم أربعتاش.,مسار رقم أربعة عشر .
أدي التاكسي عهالأوتيل؟,كم أجرة التاكسي حتى هذا الفندق ؟
أديش بتخدم هالفيزا؟,كم مدة صلاحية هذه الفيزا ؟
الأجدر بك أن تكف عن ذلك .,الأجدر بك أن تكف عن ذلك .
أريد أحمر شفاه .,أريد أحمر شفاه .
تاريخ الانتهاء بمارس ألف و تسعمية و تسعة و تسعين.,تاريخ الانتهاء تسعة عشر من مارس تسعة وتسعين .
"نعم , سأتناول البيرة الخالصة مع المقبلات .","نعم , سأتناول البيرة الخالصة مع المقبلات ."
بدي شاي، لو سمحت.,أريد شاي من فضلك .
من الأحسن إنك تركب على التران تماني تلاتين .,من الأفضل أن تستقل قطار الثامنة والنصف .
هل هو أبعد مما نستطيع الوصول إليه مشيا ؟,هل هو أبعد مما نستطيع الوصول إليه مشيا ؟
لازم إخد التأمين؟,هل علي أن أحصل على التأمين ؟
أوك، انسة سوزوكي، عندك حجز عالرحلة تنين تلاتعش بكرا فالة بكرا عالتلاتة بعد الضهر. إذا بتريدي سجلي الفوتة عالساعة تنتين بعد الضهر.,حسنا ، آنسة سوزوكي ، لديك حجز على طائرة اثنين ثلاثة عشر التي تغادر غدا في الثالثة مساء . من فضلك سجلي اسمك في الساعة الثانية .
هل يمكنك أن توصلهم غداً صباحاً ؟,هل يمكنك أن توصلهم غداً صباحاً ؟
بتحكي متل الشعرا سيد ايتا .,أنت تتحدث كشاعر ، يا سيد إيتا .
أجل ، عندنا ، لكن لا نستطيع بيعهم .,أجل ، عندنا ، لكن لا نستطيع بيعهم .
هيه .,هيه .
هالباص رايح على بوسطن؟,هل ستذهب هذه الحافلة إلى بوسطن ؟
آسف لقد نفذ هذا الصنف لدينا .,آسف لقد نفذ هذا الصنف لدينا .
"أجل ، معي تذكرتان ل "" العمالقة "" و "" المحتالين "" .","أجل ، معي تذكرتان ل "" العمالقة "" و "" المحتالين "" ."
عندك فولارات حرير؟ عم فتش على هدية لمرتي .,هل لديكم أوشحة حريرية ؟ إنني أبحث عن هدية لزوجتي .
اعطني دواء للمعدة ، من فضلك .,اعطني دواء للمعدة ، من فضلك .
من أين تتصل ؟,من أين تتصل ؟
ما هي الأشكال الشائعة الآن ؟,ما هي الأشكال الشائعة الآن ؟
ماذا عن السيارة التي هناك ، بلايموث ؟,ماذا عن السيارة التي هناك ، بلايموث ؟
خذ حذرك .,خذ حذرك .
إنه لذيذ جداً .,إنه لذيذ جداً .
أريد أن أتبين إذا كانوا مختلفين هنا .,أريد أن أتبين إذا كانوا مختلفين هنا .
طلبت من آن أن تغني أغنية .,طلبت من آن أن تغني أغنية .
بالتأكيد . كنا مشغولون للغاية أمس ، بيد أن المكان خاو اليوم . متى ستقلع طائرتك .,بالتأكيد . كنا مشغولون للغاية أمس ، بيد أن المكان خاو اليوم . متى ستقلع طائرتك .
هل يوجد صالة تجميل في هذا الفندق ؟,هل يوجد صالة تجميل في هذا الفندق ؟
اسمي نوجوتشي . لقد اتصلت بك من الفندق منذ لحظات .,اسمي نوجوتشي . لقد اتصلت بك من الفندق منذ لحظات .
إنها تكره غسل الصحون .,إنها تكره غسل الصحون .
من وين بطلع تروح عالمتحف؟,أين أنزل لكي أصل إلى المتحف ؟
ما عملاقي حجزك بس عنا غرفة فاضية .,لا أستطيع أن أجد حجزك ، ولكن لدينا غرفة .
حسنا ، إنه باهظ الثمن . إنه لم يصنع في اليابان ، أليس كذلك ؟,حسنا ، إنه باهظ الثمن . إنه لم يصنع في اليابان ، أليس كذلك ؟
وين المكان؟,أين هذا المكان ؟
أنا ما استخدمت خدمة الغسيل عندك. بتقدر تتأكد منه كمان مرة؟,لم أستخدم خدمة الغسيل عندكم . أيمكنك التحقق مرة أخرى ؟
ما كان يجب أن يكون كثيراً هكذا .,ما كان يجب أن يكون كثيراً هكذا .
جزداني انسرق من جيبتي في القطار.,إن محفظتي نشلت في القطار .
بدي أوضة مع أكتر منظر حلو إذا ممكن، عمول معروف.,ارغب في غرفة بقدر وافر من الجمال من فضلك .
بدنا قهوة بعد العشا إذا بتريد .,نريد قهوة بعد العشاء ، من فضلك .
هالو ، هل المحل مفتوح اليوم ؟,هالو ، هل المحل مفتوح اليوم ؟
لا بد أن تذهب مع ؟,لا بد أن تذهب مع ؟
إذا استخدمت بطاقتي الائتمانية ، هل تستطيعون تعويض المبلغ ؟,إذا استخدمت بطاقتي الائتمانية ، هل تستطيعون تعويض المبلغ ؟
هلا أرشدتني إلى فندق لا يكون غالياً أكثر مما ينبغي ؟,هلا أرشدتني إلى فندق لا يكون غالياً أكثر مما ينبغي ؟
بدي خط خارجي.,أريد خطا خارجياً .
لماذا لا نقوم بعمل تلك الأشياء كلها معاً ؟,لماذا لا نقوم بعمل تلك الأشياء كلها معاً ؟
أين المكان الذي يوصي الأكثرية بزيارته ؟,أين المكان الذي يوصي الأكثرية بزيارته ؟
هذا الخمر أراحني فعلاً .,هذا الخمر أراحني فعلاً .
بتقدر تصلح هدا؟,هل يمكنك أن تصلح ذلك ؟
شو لازم اعمل لما رجع السيارة؟,ماذا يجب أن أفعل عندما أعيد السيارة ؟
هل المبتدئين ليسوا جيدين ؟,هل المبتدئين ليسوا جيدين ؟
أريد بلوفرا بأكمام طويلة .,أريد بلوفرا بأكمام طويلة .
معك عدة مكياج؟,هل لديكم أطقم ماكياج ؟
تفضل.,هاهي .
أين نشأت سمكات الفراش هذه ؟,أين نشأت سمكات الفراش هذه ؟
متى يقفل هذا المحل ؟,متى يقفل هذا المحل ؟
هل أضطر أن أغير الحافلة حتى أصل إلى هناك ؟,هل أضطر أن أغير الحافلة حتى أصل إلى هناك ؟
وين رسمات مونت؟,أين رسومات مونيت ؟
وين رح تبئا؟,أين ستقيم ؟
لا ، إنها لا تشمل الضريبة ومصاريف الخدمة .,لا ، إنها لا تشمل الضريبة ومصاريف الخدمة .
من المدير ؟,من المدير ؟
كم ساعة يستغرقها ذلك ؟,كم ساعة يستغرقها ذلك ؟
هاهي فاتورتك .,هاهي فاتورتك .
إذا كنت تريد أي مساعدة ، من فضلك اسأل المضيفين على متن الرحلة . لدينا على متن الطائرة طاقم يتحدث اللغة اليابانية والفرنسية والصينية والأسبانية .,إذا كنت تريد أي مساعدة ، من فضلك اسأل المضيفين على متن الرحلة . لدينا على متن الطائرة طاقم يتحدث اللغة اليابانية والفرنسية والصينية والأسبانية .
يبدوا أن السماعات لا تعمل بشكل جيد .,يبدوا أن السماعات لا تعمل بشكل جيد .
فيك تعيط للمسؤول عن الغارسونية، إزا بتريد؟,هلا ناديت كبير النادلين ، من فضلك ؟
بدي آخد غطة.,أريد أن أحصل على استراحة .
بكرا يوم تاني.,الغد يوم آخر .
املأ لي بنزين ، من فضلك .,املأ لي بنزين ، من فضلك .
أمتين بتحب تفل؟,متى تحب أن نغادر ؟
هيدا المطرح معبى عالم، ما هيك؟,هذا المكان مكتظ بالناسب ، أليس كذلك ؟
صعبة تلائي هالمطرح. هوي بشارع زغير من الطريع السريع الرئيسي.,يصعب العثور على هذا المكان . إنه في طريق ضيق يتفرع من الطريق الرئيسي .
أتمنى لك زواجاً سعيداً .,أتمنى لك زواجاً سعيداً .
بعتزر، تأكدت من خدمة المكان وقسم المفئودات. مش موجود عندهم.,آسف ، لقد تحققت من إدارة الخدمة وإدارة المفقودات ولم أجدها عندهم .
لازم نرجع نتلائى من كل بد.,لابد أن نجتمع ثانية بالتأكيد .
مش عمبفهم شو عمتقول .,أنا لا أفهم ما تقول .
بردان .,عندي قشعريرة .
بدي أأرب طاولة، إزا بتريد.,أريد أقرب منضدة من فضلك .
زميلي السيد تاكيمي اقترح انو تلفنلك. هوي من مرضاك .,"زميلي في العمل , السيد تاكيمي , اقترح علي أن أدعوك . إنه أحد مرضاك ."
دعنا نتحدث عن المشاكل المحددة .,دعنا نتحدث عن المشاكل المحددة .
بدي لفة فيلم ستة و تلاتين صورة، عمول معروف .,"أريد فيلم يصور ستة وثلاثين صورة , من فضلك ."
ايه، بس ما بحب الحلوين .,نعم . لكنى لا أحب الحلو منها .
أغلبية اليابانية بياكلوا أخطبوط و حبار.,معظم اليابانيين يأكلون الأخطبوط والحبار .
من التمانة للتمانة وربع.,من ثمانية إلى ثمانية خمسة عشر .
عادي ولا منقى؟,برصاص أم بدون رصاص ؟
هيدا هجوم قوي من إلتهاب الزايدة مع تمزق . لازم تفوت على مستشفى بسرعة.,إنه ألم حاد ناتج عن التهاب الزائدة الدودية مصحوب بتمزق . يجب أن تذهب إلى المستشفى فوراً .
هل وصلتني أية فاكسات ؟,هل وصلتني أية فاكسات ؟
هيدي بطاقة الاستلام تبعي . فيك تتأكد منا هلأ؟,هذه هي بطاقة المطالبة الخاصة بي . هل لك أن تراجعها في الحال ؟
هذه آخر إضافة لنا لخط التعبئة . نحن نعبء حوالي ستمائة صندوق كل يوم .,هذه آخر إضافة لنا لخط التعبئة . نحن نعبء حوالي ستمائة صندوق كل يوم .
طيب، بتقدر تحكيلها اني اتصلت، لو سمحت؟ بحكي معها بعدين.,حسنا ، هل يمكنك أن تخبرها أنني اتصلت ، من فضلك ؟ سأتصل بها مرة أخرى فيما بعد .
رقم تأكيدي هو خمسة ستة سبعة كيو ال أر .,رقم تأكيدي هو خمسة ستة سبعة كيو ال أر .
نعم هناك واحدة في ذاك الفندق .,نعم هناك واحدة في ذاك الفندق .
مش غلطتي .,هذا ليس خطئي .
بكم اقرب المقاعد ؟,بكم اقرب المقاعد ؟
عندك شي أكل ياباني؟,هل تقدمون طعاماً يابانيا ؟
رح اخد واحد احمر و واحد ابيض .,سآخذ واحدة حمراء وواحدة بيضاء .
ما بعرف شي عنو.,لا أعرف شيئاً عن هذا الأمر .
مرات معدتي بتوجعني.,تؤلمني معدتي أحياناً .
أنا من اليونان .,أنا من اليونان .
هل يمكنني أن استلمها أسرع ؟ لأنني احتاجها في أسرع وقت ممكن .,هل يمكنني أن استلمها أسرع ؟ لأنني احتاجها في أسرع وقت ممكن .
رح إنؤل عرحلة طيران يونايتد عأنكوريج.,سأحول إلى خطوط الطيران المتحدة من أجل الأمان .
سأرسل خادمة في الحال .,سأرسل خادمة في الحال .
عندي رحلة طيران غير مباشرة عالنورث ويست تنين تلاتة أربعة. وين بسجل دخول شنطاتي؟,سأركب طائرة ثانية في نورث ويست رقم اثنان ثلاثة أربعة . أين يمكنني تسجيل دخول أمتعتي ؟
بدي اخد نظرة ععلبتك .,آوه إلقاء نظرة على صندوقك .
